state,utility_name,year,month,zip_code,number_of_customers,number_of_disconnections
Oregon,Northwest Natural Gas Company,2024,April,97140,6795,8
Oregon,Northwest Natural Gas Company,2024,April,97146,2184,3
Oregon,Northwest Natural Gas Company,2024,April,97201,2626,16
Oregon,Northwest Natural Gas Company,2024,April,97202,11772,7
Oregon,Northwest Natural Gas Company,2024,April,97203,7584,8
Oregon,Northwest Natural Gas Company,2024,April,97204,133,0
Oregon,Northwest Natural Gas Company,2024,April,97205,1625,8
Oregon,Northwest Natural Gas Company,2024,April,97206,14014,8
Oregon,Northwest Natural Gas Company,2024,April,97209,2788,5
Oregon,Northwest Natural Gas Company,2024,April,97210,4524,6
Oregon,Northwest Natural Gas Company,2024,April,97211,10516,19
Oregon,Northwest Natural Gas Company,2024,April,97212,8541,15
Oregon,Northwest Natural Gas Company,2024,April,97213,9850,20
Oregon,Northwest Natural Gas Company,2024,April,97214,8540,1
Oregon,Northwest Natural Gas Company,2024,April,97215,5763,5
Oregon,Northwest Natural Gas Company,2024,April,97216,3459,1
Oregon,Northwest Natural Gas Company,2024,April,97217,10616,17
Oregon,Northwest Natural Gas Company,2024,April,97218,3624,5
Oregon,Northwest Natural Gas Company,2024,April,97219,12533,27
Oregon,Northwest Natural Gas Company,2024,April,97220,6715,29
Oregon,Northwest Natural Gas Company,2024,April,97221,3972,8
Oregon,Northwest Natural Gas Company,2024,April,97222,8115,5
Oregon,Northwest Natural Gas Company,2024,April,97223,13009,13
Oregon,Northwest Natural Gas Company,2024,April,97224,10919,6
Oregon,Northwest Natural Gas Company,2024,April,97225,7317,2
Oregon,Northwest Natural Gas Company,2024,April,97227,1650,2
Oregon,Northwest Natural Gas Company,2024,April,97229,21630,7
Oregon,Northwest Natural Gas Company,2024,April,97230,9437,17
Oregon,Northwest Natural Gas Company,2024,April,97231,781,0
Oregon,Northwest Natural Gas Company,2024,April,97232,2936,4
Oregon,Northwest Natural Gas Company,2024,April,97233,6247,9
Oregon,Northwest Natural Gas Company,2024,April,97236,7290,12
Oregon,Northwest Natural Gas Company,2024,April,97239,3995,12
Oregon,Northwest Natural Gas Company,2024,April,97248,1,0
Oregon,Northwest Natural Gas Company,2024,April,97266,7277,17
Oregon,Northwest Natural Gas Company,2024,April,97267,8781,12
Oregon,Northwest Natural Gas Company,2024,April,97301,8785,28
Oregon,Northwest Natural Gas Company,2024,April,97302,10384,22
Oregon,Northwest Natural Gas Company,2024,April,97303,9034,13
Oregon,Northwest Natural Gas Company,2024,April,97304,7372,27
Oregon,Northwest Natural Gas Company,2024,April,97305,6958,27
Oregon,Northwest Natural Gas Company,2024,April,97306,8782,12
Oregon,Northwest Natural Gas Company,2024,April,97310,9,0
Oregon,Northwest Natural Gas Company,2024,April,97317,3899,5
Oregon,Northwest Natural Gas Company,2024,April,97321,8877,14
Oregon,Northwest Natural Gas Company,2024,April,97322,7526,8
Oregon,Northwest Natural Gas Company,2024,April,97325,806,0
Oregon,Northwest Natural Gas Company,2024,April,97327,555,3
Oregon,Northwest Natural Gas Company,2024,April,97330,9361,3
Oregon,Northwest Natural Gas Company,2024,April,97333,4495,3
Oregon,Northwest Natural Gas Company,2024,April,97338,4755,3
Oregon,Northwest Natural Gas Company,2024,April,97341,1372,1
Oregon,Northwest Natural Gas Company,2024,April,97345,12,0
Oregon,Northwest Natural Gas Company,2024,April,97347,240,4
Oregon,Northwest Natural Gas Company,2024,April,97348,216,1
Oregon,Northwest Natural Gas Company,2024,April,97351,1879,0
Oregon,Northwest Natural Gas Company,2024,April,97352,777,2
Oregon,Northwest Natural Gas Company,2024,April,97355,5177,5
Oregon,Northwest Natural Gas Company,2024,April,97358,416,2
Oregon,Northwest Natural Gas Company,2024,April,97360,502,0
Oregon,Northwest Natural Gas Company,2024,April,97361,1363,0
Oregon,Northwest Natural Gas Company,2024,April,97362,795,1
Oregon,Northwest Natural Gas Company,2024,April,97364,230,0
Oregon,Northwest Natural Gas Company,2024,April,97365,1679,2
Oregon,Northwest Natural Gas Company,2024,April,97366,187,0
Oregon,Northwest Natural Gas Company,2024,April,97367,4284,4
Oregon,Northwest Natural Gas Company,2024,April,97368,904,1
Oregon,Northwest Natural Gas Company,2024,April,97370,1255,0
Oregon,Northwest Natural Gas Company,2024,April,97371,44,0
Oregon,Northwest Natural Gas Company,2024,April,97372,9,0
Oregon,Northwest Natural Gas Company,2024,April,97374,302,1
Oregon,Northwest Natural Gas Company,2024,April,97377,53,0
Oregon,Northwest Natural Gas Company,2024,April,97378,805,9
Oregon,Northwest Natural Gas Company,2024,April,97380,155,1
Oregon,Northwest Natural Gas Company,2024,April,97381,2981,4
Oregon,Northwest Natural Gas Company,2024,April,97383,1782,3
Oregon,Northwest Natural Gas Company,2024,April,97384,34,0
Oregon,Northwest Natural Gas Company,2024,April,97385,904,0
Oregon,Northwest Natural Gas Company,2024,April,97386,2191,7
Oregon,Northwest Natural Gas Company,2024,April,97388,1048,0
Oregon,Northwest Natural Gas Company,2024,April,97389,308,0
Oregon,Northwest Natural Gas Company,2024,April,97391,281,0
Oregon,Northwest Natural Gas Company,2024,April,97392,992,0
Oregon,Northwest Natural Gas Company,2024,April,97396,414,4
Oregon,Northwest Natural Gas Company,2024,April,97401,5765,9
Oregon,Northwest Natural Gas Company,2024,April,97402,4598,14
Oregon,Northwest Natural Gas Company,2024,April,97403,1601,3
Oregon,Northwest Natural Gas Company,2024,April,97404,6363,6
Oregon,Northwest Natural Gas Company,2024,April,97405,7003,12
Oregon,Northwest Natural Gas Company,2024,April,97408,3021,4
Oregon,Avista Utilities,2024,April,97417,313,3
Oregon,Northwest Natural Gas Company,2024,April,97420,836,1
Oregon,Northwest Natural Gas Company,2024,April,97423,222,0
Oregon,Northwest Natural Gas Company,2024,April,97424,2332,5
Oregon,Northwest Natural Gas Company,2024,April,97426,1308,2
Oregon,Avista Utilities,2024,April,97432,56,0
Oregon,Northwest Natural Gas Company,2024,April,97438,8,0
Oregon,Avista Utilities,2024,April,97442,151,0
Oregon,Northwest Natural Gas Company,2024,April,97446,579,0
Oregon,Northwest Natural Gas Company,2024,April,97448,1523,0
Oregon,Northwest Natural Gas Company,2024,April,97455,141,0
Oregon,Avista Utilities,2024,April,97457,1485,5
Oregon,Northwest Natural Gas Company,2024,April,97458,139,3
Oregon,Northwest Natural Gas Company,2024,April,97459,608,0
Oregon,Avista Utilities,2024,April,97462,281,1
Oregon,Avista Utilities,2024,April,97469,265,2
Oregon,Avista Utilities,2024,April,97470,3517,11
Oregon,Avista Utilities,2024,April,97471,5140,8
Oregon,Northwest Natural Gas Company,2024,April,97477,3192,3
Oregon,Northwest Natural Gas Company,2024,April,97478,2512,6
Oregon,Avista Utilities,2024,April,97479,1721,5
Oregon,Avista Utilities,2024,April,97495,509,1
Oregon,Avista Utilities,2024,April,97496,1163,4
Oregon,Avista Utilities,2024,April,97497,2,0
Oregon,Avista Utilities,2024,April,97501,9246,22
Oregon,Avista Utilities,2024,April,97502,6484,10
Oregon,Avista Utilities,2024,April,97503,1758,1
Oregon,Avista Utilities,2024,April,97504,13583,18
Oregon,Avista Utilities,2024,April,97520,7328,10
Oregon,Avista Utilities,2024,April,97524,2880,4
Oregon,Avista Utilities,2024,April,97525,577,2
Oregon,Avista Utilities,2024,April,97526,6473,11
Oregon,Avista Utilities,2024,April,97527,5704,14
Oregon,Avista Utilities,2024,April,97528,2,0
Oregon,Avista Utilities,2024,April,97530,1261,0
Oregon,Avista Utilities,2024,April,97535,1191,2
Oregon,Avista Utilities,2024,April,97537,574,2
Oregon,Avista Utilities,2024,April,97539,239,1
Oregon,Avista Utilities,2024,April,97540,1476,1
Oregon,Avista Utilities,2024,April,97601,6573,15
Oregon,Avista Utilities,2024,April,97603,8973,1
Oregon,Avista Utilities,2024,April,97623,61,0
Oregon,Avista Utilities,2024,April,97627,207,0
Oregon,Avista Utilities,2024,April,97632,135,0
Oregon,Avista Utilities,2024,April,97634,32,0
Oregon,Cascade Natural Gas,2024,April,97701,10708,7
Oregon,Cascade Natural Gas,2024,April,97702,14177,5
Oregon,Cascade Natural Gas,2024,April,97703,9837,3
Oregon,Cascade Natural Gas,2024,April,97707,3876,0
Oregon,Cascade Natural Gas,2024,April,97731,24,0
Oregon,Cascade Natural Gas,2024,April,97733,71,0
Oregon,Cascade Natural Gas,2024,April,97737,123,0
Oregon,Cascade Natural Gas,2024,April,97739,433,0
Oregon,Cascade Natural Gas,2024,April,97741,1541,0
Oregon,Cascade Natural Gas,2024,April,97753,473,0
Oregon,Cascade Natural Gas,2024,April,97754,2935,2
Oregon,Cascade Natural Gas,2024,April,97756,9618,6
Oregon,Cascade Natural Gas,2024,April,97801,4896,27
Oregon,Cascade Natural Gas,2024,April,97813,347,2
Oregon,Idaho Power,2024,April,97814,4,0
Oregon,Cascade Natural Gas,2024,April,97814,3495,1
Oregon,Cascade Natural Gas,2024,April,97818,347,1
Oregon,Idaho Power,2024,April,97819,25,0
Oregon,Avista Utilities,2024,April,97824,332,0
Oregon,Cascade Natural Gas,2024,April,97826,24,0
Oregon,Avista Utilities,2024,April,97827,537,6
Oregon,Idaho Power,2024,April,97834,661,0
Oregon,Idaho Power,2024,April,97837,73,0
Oregon,Cascade Natural Gas,2024,April,97838,4208,11
Oregon,Idaho Power,2024,April,97840,119,0
Oregon,Avista Utilities,2024,April,97841,135,1
Oregon,Cascade Natural Gas,2024,April,97844,180,0
Oregon,Avista Utilities,2024,April,97850,5007,21
Oregon,Cascade Natural Gas,2024,April,97862,241,1
Oregon,Avista Utilities,2024,April,97867,144,3
Oregon,Cascade Natural Gas,2024,April,97868,465,0
Oregon,Idaho Power,2024,April,97870,434,0
Oregon,Cascade Natural Gas,2024,April,97875,388,0
Oregon,Avista Utilities,2024,April,97876,50,0
Oregon,Cascade Natural Gas,2024,April,97882,1091,6
Oregon,Avista Utilities,2024,April,97883,779,2
Oregon,Idaho Power,2024,April,97884,167,0
Oregon,Cascade Natural Gas,2024,April,97886,190,0
Oregon,Idaho Power,2024,April,97901,376,1
Oregon,Idaho Power,2024,April,97902,29,0
Oregon,Idaho Power,2024,April,97903,80,0
Oregon,Idaho Power,2024,April,97904,114,0
Oregon,Idaho Power,2024,April,97905,102,0
Oregon,Idaho Power,2024,April,97906,141,0
Oregon,Idaho Power,2024,April,97907,381,2
Oregon,Cascade Natural Gas,2024,April,97907,127,0
Oregon,Idaho Power,2024,April,97908,61,0
Oregon,Idaho Power,2024,April,97909,50,0
Oregon,Idaho Power,2024,April,97910,364,0
Oregon,Idaho Power,2024,April,97911,96,0
Oregon,Idaho Power,2024,April,97913,2260,5
Oregon,Cascade Natural Gas,2024,April,97913,751,3
Oregon,Cascade Natural Gas,2024,April,97914,2759,14
Oregon,Idaho Power,2024,April,97914,7081,37
Oregon,Idaho Power,2024,April,97917,1,0
Oregon,Cascade Natural Gas,2024,April,97918,429,0
Oregon,Idaho Power,2024,April,97918,1995,10
Oregon,Idaho Power,2024,April,97920,35,0
Oregon,Portland General Electric,2024,Feb,97002,"2,244",8
Oregon,Portland General Electric,2024,Feb,97003,173,47
Oregon,Portland General Electric,2024,Feb,97004,"1,771",3
Oregon,Portland General Electric,2024,Feb,97005,"12,331",45
Oregon,Portland General Electric,2024,Feb,97006,36,68
Oregon,Portland General Electric,2024,Feb,97007,26,33
Oregon,Portland General Electric,2024,Feb,97008,"11,978",37
Oregon,Portland General Electric,2024,Feb,97009,"3,393",5
Oregon,Portland General Electric,2024,Feb,97011,498,0
Oregon,Portland General Electric,2024,Feb,97013,"2,353",6
Oregon,Portland General Electric,2024,Feb,97015,"8,230",22
Oregon,Portland General Electric,2024,Feb,97017,"1,128",0
Oregon,Portland General Electric,2024,Feb,97019,"1,219",4
Oregon,Portland General Electric,2024,Feb,97020,382,0
Oregon,Portland General Electric,2024,Feb,97022,"1,458",4
Oregon,Portland General Electric,2024,Feb,97023,"5,113",9
Oregon,Portland General Electric,2024,Feb,97024,"4,697",35
Oregon,Portland General Electric,2024,Feb,97026,"1,237",5
Oregon,Portland General Electric,2024,Feb,97027,"4,951",12
Oregon,Portland General Electric,2024,Feb,97028,808,0
Oregon,Portland General Electric,2024,Feb,97030,"15,532",94
Oregon,Portland General Electric,2024,Feb,97032,"1,745",3
Oregon,Portland General Electric,2024,Feb,97034,"8,505",5
Oregon,Portland General Electric,2024,Feb,97035,306,12
Oregon,Portland General Electric,2024,Feb,97036,2,0
Oregon,Portland General Electric,2024,Feb,97038,"6,571",17
Oregon,Portland General Electric,2024,Feb,97042,"1,215",2
Oregon,Portland General Electric,2024,Feb,97045,"22,462",47
Oregon,Portland General Electric,2024,Feb,97049,"1,642",1
Oregon,Portland General Electric,2024,Feb,97055,"8,121",7
Oregon,Portland General Electric,2024,Feb,97056,29,0
Oregon,Portland General Electric,2024,Feb,97060,"6,700",28
Oregon,Portland General Electric,2024,Feb,97062,"11,627",33
Oregon,Portland General Electric,2024,Feb,97067,"1,392",2
Oregon,Portland General Electric,2024,Feb,97068,"11,743",11
Oregon,Portland General Electric,2024,Feb,97070,"11,653",26
Oregon,Portland General Electric,2024,Feb,97071,"10,844",36
Oregon,Portland General Electric,2024,Feb,97078,136,33
Oregon,Portland General Electric,2024,Feb,97080,"16,812",63
Oregon,Portland General Electric,2024,Feb,97086,"1,247",45
Oregon,Portland General Electric,2024,Feb,97089,264,1
Oregon,Portland General Electric,2024,Feb,97101,"1,554",3
Oregon,Portland General Electric,2024,Feb,97106,"1,584",1
Oregon,Portland General Electric,2024,Feb,97109,82,0
Oregon,Portland General Electric,2024,Feb,97111,"1,549",3
Oregon,Portland General Electric,2024,Feb,97113,"5,453",11
Oregon,Portland General Electric,2024,Feb,97114,"1,764",1
Oregon,Portland General Electric,2024,Feb,97115,"1,711",1
Oregon,Portland General Electric,2024,Feb,97116,836,1
Oregon,Portland General Electric,2024,Feb,97117,266,0
Oregon,Portland General Electric,2024,Feb,97119,"1,626",0
Oregon,Portland General Electric,2024,Feb,97123,"18,828",51
Oregon,Portland General Electric,2024,Feb,97124,82,66
Oregon,Portland General Electric,2024,Feb,97125,8,10
Oregon,Portland General Electric,2024,Feb,97127,"1,562",3
Oregon,Portland General Electric,2024,Feb,97128,498,2
Oregon,Portland General Electric,2024,Feb,97132,"12,238",22
Oregon,Portland General Electric,2024,Feb,97133,"2,485",3
Oregon,Portland General Electric,2024,Feb,97137,477,0
Oregon,Portland General Electric,2024,Feb,97140,"9,566",16
Oregon,Portland General Electric,2024,Feb,97148,"1,362",1
Oregon,Portland General Electric,2024,Feb,97201,"7,351",18
Oregon,Portland General Electric,2024,Feb,97202,"20,397",42
Oregon,Portland General Electric,2024,Feb,97203,"13,233",50
Oregon,Portland General Electric,2024,Feb,97204,416,5
Oregon,Portland General Electric,2024,Feb,97205,"3,445",5
Oregon,Portland General Electric,2024,Feb,97206,"22,263",59
Oregon,Portland General Electric,2024,Feb,97209,"15,958",44
Oregon,Portland General Electric,2024,Feb,97210,"8,065",7
Oregon,Portland General Electric,2024,Feb,97211,7,0
Oregon,Portland General Electric,2024,Feb,97213,"3,143",5
Oregon,Portland General Electric,2024,Feb,97214,"15,658",48
Oregon,Portland General Electric,2024,Feb,97215,"7,726",13
Oregon,Portland General Electric,2024,Feb,97216,"4,269",8
Oregon,Portland General Electric,2024,Feb,97217,"13,562",42
Oregon,Portland General Electric,2024,Feb,97219,"17,788",25
Oregon,Portland General Electric,2024,Feb,9722,0,0
Oregon,Portland General Electric,2024,Feb,97221,"5,573",8
Oregon,Portland General Electric,2024,Feb,97222,"13,811",62
Oregon,Portland General Electric,2024,Feb,97223,"7,512",59
Oregon,Portland General Electric,2024,Feb,97224,1,32
Oregon,Portland General Electric,2024,Feb,97225,"11,602",22
Oregon,Portland General Electric,2024,Feb,97227,427,0
Oregon,Portland General Electric,2024,Feb,97229,"28,633",47
Oregon,Portland General Electric,2024,Feb,97230,"15,682",76
Oregon,Portland General Electric,2024,Feb,97231,"1,984",2
Oregon,Portland General Electric,2024,Feb,97232,"5,573",14
Oregon,Portland General Electric,2024,Feb,97233,"15,505",98
Oregon,Portland General Electric,2024,Feb,97236,"14,171",100
Oregon,Portland General Electric,2024,Feb,97239,"10,642",13
Oregon,Portland General Electric,2024,Feb,97266,"13,472",59
Oregon,Portland General Electric,2024,Feb,97267,"11,558",36
Oregon,Portland General Electric,2024,Feb,97301,"19,688",134
Oregon,Portland General Electric,2024,Feb,97302,"17,716",49
Oregon,Portland General Electric,2024,Feb,97303,"10,521",35
Oregon,Portland General Electric,2024,Feb,97304,"1,338",2
Oregon,Portland General Electric,2024,Feb,97305,"15,889",101
Oregon,Portland General Electric,2024,Feb,97306,"14,046",36
Oregon,Portland General Electric,2024,Feb,97317,"8,527",44
Oregon,Portland General Electric,2024,Feb,97325,150,0
Oregon,Portland General Electric,2024,Feb,97338,240,0
Oregon,Portland General Electric,2024,Feb,97347,830,2
Oregon,Portland General Electric,2024,Feb,97352,122,0
Oregon,Portland General Electric,2024,Feb,97362,"1,576",4
Oregon,Portland General Electric,2024,Feb,97371,105,0
Oregon,Portland General Electric,2024,Feb,97375,519,1
Oregon,Portland General Electric,2024,Feb,97378,"2,890",6
Oregon,Portland General Electric,2024,Feb,97381,"6,456",6
Oregon,Portland General Electric,2024,Feb,97385,140,0
Oregon,Portland General Electric,2024,Feb,97392,"1,956",2
Oregon,Portland General Electric,2024,Feb,97396,"1,367",9
Oregon,Northwest Natural Gas Company,2024,February,97002,793,6
Oregon,Northwest Natural Gas Company,2024,February,97003,6914,15
Oregon,Northwest Natural Gas Company,2024,February,97004,234,0
Oregon,Northwest Natural Gas Company,2024,February,97005,4296,7
Oregon,Northwest Natural Gas Company,2024,February,97006,9372,11
Oregon,Northwest Natural Gas Company,2024,February,97007,14195,14
Oregon,Northwest Natural Gas Company,2024,February,97008,6327,1
Oregon,Northwest Natural Gas Company,2024,February,97009,1101,1
Oregon,Northwest Natural Gas Company,2024,February,97013,3988,3
Oregon,Northwest Natural Gas Company,2024,February,97015,4683,11
Oregon,Northwest Natural Gas Company,2024,February,97016,115,0
Oregon,Northwest Natural Gas Company,2024,February,97018,657,0
Oregon,Northwest Natural Gas Company,2024,February,97020,175,0
Oregon,Northwest Natural Gas Company,2024,February,97024,2013,5
Oregon,Northwest Natural Gas Company,2024,February,97026,432,2
Oregon,Northwest Natural Gas Company,2024,February,97027,2986,0
Oregon,Northwest Natural Gas Company,2024,February,97030,6488,19
Oregon,Northwest Natural Gas Company,2024,February,97031,3747,0
Oregon,Northwest Natural Gas Company,2024,February,97032,918,0
Oregon,Northwest Natural Gas Company,2024,February,97034,6815,4
Oregon,Northwest Natural Gas Company,2024,February,97035,7274,2
Oregon,Northwest Natural Gas Company,2024,February,97036,1,0
Oregon,Northwest Natural Gas Company,2024,February,97038,2191,10
Oregon,Northwest Natural Gas Company,2024,February,97042,124,0
Oregon,Northwest Natural Gas Company,2024,February,97045,11543,18
Oregon,Northwest Natural Gas Company,2024,February,97048,392,0
Oregon,Northwest Natural Gas Company,2024,February,97051,3369,4
Oregon,Northwest Natural Gas Company,2024,February,97053,632,0
Oregon,Northwest Natural Gas Company,2024,February,97054,18,1
Oregon,Northwest Natural Gas Company,2024,February,97055,3602,5
Oregon,Northwest Natural Gas Company,2024,February,97056,2450,0
Oregon,Northwest Natural Gas Company,2024,February,97058,1678,2
Oregon,Northwest Natural Gas Company,2024,February,97060,4855,11
Oregon,Northwest Natural Gas Company,2024,February,97062,6143,4
Oregon,Northwest Natural Gas Company,2024,February,97064,715,5
Oregon,Northwest Natural Gas Company,2024,February,97068,9496,4
Oregon,Northwest Natural Gas Company,2024,February,97070,6436,4
Oregon,Northwest Natural Gas Company,2024,February,97071,5633,2
Oregon,Northwest Natural Gas Company,2024,February,97078,5965,9
Oregon,Northwest Natural Gas Company,2024,February,97080,11379,23
Oregon,Northwest Natural Gas Company,2024,February,97086,9464,9
Oregon,Northwest Natural Gas Company,2024,February,97089,3400,2
Oregon,Northwest Natural Gas Company,2024,February,97101,310,0
Oregon,Northwest Natural Gas Company,2024,February,97103,4069,5
Oregon,Northwest Natural Gas Company,2024,February,97106,453,0
Oregon,Northwest Natural Gas Company,2024,February,97110,1377,0
Oregon,Northwest Natural Gas Company,2024,February,97111,61,0
Oregon,Northwest Natural Gas Company,2024,February,97113,2826,1
Oregon,Northwest Natural Gas Company,2024,February,97114,17,0
Oregon,Northwest Natural Gas Company,2024,February,97115,960,0
Oregon,Northwest Natural Gas Company,2024,February,97116,3786,1
Oregon,Northwest Natural Gas Company,2024,February,97121,437,2
Oregon,Northwest Natural Gas Company,2024,February,97123,12234,14
Oregon,Northwest Natural Gas Company,2024,February,97124,10780,5
Oregon,Northwest Natural Gas Company,2024,February,97127,863,10
Oregon,Northwest Natural Gas Company,2024,February,97128,3534,5
Oregon,Northwest Natural Gas Company,2024,February,97132,5747,5
Oregon,Northwest Natural Gas Company,2024,February,97133,1355,5
Oregon,Northwest Natural Gas Company,2024,February,97138,4428,9
Oregon,Northwest Natural Gas Company,2024,February,97140,6788,1
Oregon,Northwest Natural Gas Company,2024,February,97146,2181,9
Oregon,Northwest Natural Gas Company,2024,February,97201,2655,5
Oregon,Northwest Natural Gas Company,2024,February,97202,11765,16
Oregon,Northwest Natural Gas Company,2024,February,97203,7579,24
Oregon,Northwest Natural Gas Company,2024,February,97204,134,1
Oregon,Northwest Natural Gas Company,2024,February,97205,1676,7
Oregon,Northwest Natural Gas Company,2024,February,97206,14007,24
Oregon,Northwest Natural Gas Company,2024,February,97209,2696,12
Oregon,Northwest Natural Gas Company,2024,February,97210,4522,5
Oregon,Northwest Natural Gas Company,2024,February,97211,10528,8
Oregon,Northwest Natural Gas Company,2024,February,97212,8548,9
Oregon,Northwest Natural Gas Company,2024,February,97213,9861,20
Oregon,Northwest Natural Gas Company,2024,February,97214,8542,7
Oregon,Northwest Natural Gas Company,2024,February,97215,5765,9
Oregon,Northwest Natural Gas Company,2024,February,97216,3462,11
Oregon,Northwest Natural Gas Company,2024,February,97217,10619,19
Oregon,Northwest Natural Gas Company,2024,February,97218,3637,9
Oregon,Northwest Natural Gas Company,2024,February,97219,12518,14
Oregon,Northwest Natural Gas Company,2024,February,97220,6736,9
Oregon,Northwest Natural Gas Company,2024,February,97221,3972,7
Oregon,Northwest Natural Gas Company,2024,February,97222,8101,3
Oregon,Northwest Natural Gas Company,2024,February,97223,12987,10
Oregon,Northwest Natural Gas Company,2024,February,97224,10885,12
Oregon,Northwest Natural Gas Company,2024,February,97225,7313,5
Oregon,Northwest Natural Gas Company,2024,February,97227,1651,0
Oregon,Northwest Natural Gas Company,2024,February,97229,21559,23
Oregon,Northwest Natural Gas Company,2024,February,97230,9446,14
Oregon,Northwest Natural Gas Company,2024,February,97231,781,0
Oregon,Northwest Natural Gas Company,2024,February,97232,2938,12
Oregon,Northwest Natural Gas Company,2024,February,97233,6254,2
Oregon,Northwest Natural Gas Company,2024,February,97236,7291,17
Oregon,Northwest Natural Gas Company,2024,February,97239,3973,0
Oregon,Northwest Natural Gas Company,2024,February,97248,1,0
Oregon,Northwest Natural Gas Company,2024,February,97266,7283,23
Oregon,Northwest Natural Gas Company,2024,February,97267,8781,14
Oregon,Northwest Natural Gas Company,2024,February,97301,8762,29
Oregon,Northwest Natural Gas Company,2024,February,97302,10367,27
Oregon,Northwest Natural Gas Company,2024,February,97303,9030,14
Oregon,Northwest Natural Gas Company,2024,February,97304,7360,5
Oregon,Northwest Natural Gas Company,2024,February,97305,6942,12
Oregon,Northwest Natural Gas Company,2024,February,97306,8775,10
Oregon,Northwest Natural Gas Company,2024,February,97310,9,0
Oregon,Northwest Natural Gas Company,2024,February,97317,3895,12
Oregon,Northwest Natural Gas Company,2024,February,97321,8879,13
Oregon,Northwest Natural Gas Company,2024,February,97322,7511,8
Oregon,Northwest Natural Gas Company,2024,February,97325,808,0
Oregon,Northwest Natural Gas Company,2024,February,97327,553,2
Oregon,Northwest Natural Gas Company,2024,February,97330,9356,9
Oregon,Northwest Natural Gas Company,2024,February,97333,4492,7
Oregon,Northwest Natural Gas Company,2024,February,97338,4728,16
Oregon,Northwest Natural Gas Company,2024,February,97341,1366,2
Oregon,Northwest Natural Gas Company,2024,February,97345,12,0
Oregon,Northwest Natural Gas Company,2024,February,97347,237,0
Oregon,Northwest Natural Gas Company,2024,February,97348,216,1
Oregon,Northwest Natural Gas Company,2024,February,97351,1877,10
Oregon,Northwest Natural Gas Company,2024,February,97352,775,0
Oregon,Northwest Natural Gas Company,2024,February,97355,5168,5
Oregon,Northwest Natural Gas Company,2024,February,97358,416,2
Oregon,Northwest Natural Gas Company,2024,February,97360,506,2
Oregon,Northwest Natural Gas Company,2024,February,97361,1362,2
Oregon,Northwest Natural Gas Company,2024,February,97362,785,0
Oregon,Northwest Natural Gas Company,2024,February,97364,229,0
Oregon,Northwest Natural Gas Company,2024,February,97365,1678,3
Oregon,Northwest Natural Gas Company,2024,February,97366,189,1
Oregon,Northwest Natural Gas Company,2024,February,97367,4273,16
Oregon,Northwest Natural Gas Company,2024,February,97368,903,2
Oregon,Northwest Natural Gas Company,2024,February,97370,1256,0
Oregon,Northwest Natural Gas Company,2024,February,97371,44,0
Oregon,Northwest Natural Gas Company,2024,February,97372,9,0
Oregon,Northwest Natural Gas Company,2024,February,97374,302,0
Oregon,Northwest Natural Gas Company,2024,February,97377,53,0
Oregon,Northwest Natural Gas Company,2024,February,97378,804,7
Oregon,Northwest Natural Gas Company,2024,February,97380,154,0
Oregon,Northwest Natural Gas Company,2024,February,97381,2980,6
Oregon,Northwest Natural Gas Company,2024,February,97383,1787,3
Oregon,Northwest Natural Gas Company,2024,February,97384,34,0
Oregon,Northwest Natural Gas Company,2024,February,97385,903,1
Oregon,Northwest Natural Gas Company,2024,February,97386,2190,7
Oregon,Northwest Natural Gas Company,2024,February,97388,1049,0
Oregon,Northwest Natural Gas Company,2024,February,97389,308,0
Oregon,Northwest Natural Gas Company,2024,February,97391,282,2
Oregon,Northwest Natural Gas Company,2024,February,97392,994,2
Oregon,Northwest Natural Gas Company,2024,February,97396,418,5
Oregon,Northwest Natural Gas Company,2024,February,97401,5747,2
Oregon,Northwest Natural Gas Company,2024,February,97402,4597,14
Oregon,Northwest Natural Gas Company,2024,February,97403,1596,3
Oregon,Northwest Natural Gas Company,2024,February,97404,6361,1
Oregon,Northwest Natural Gas Company,2024,February,97405,7007,6
Oregon,Northwest Natural Gas Company,2024,February,97408,3023,3
Oregon,Avista Utilities,2024,February,97417,309,2
Oregon,Northwest Natural Gas Company,2024,February,97420,832,6
Oregon,Northwest Natural Gas Company,2024,February,97423,220,1
Oregon,Northwest Natural Gas Company,2024,February,97424,2339,11
Oregon,Northwest Natural Gas Company,2024,February,97426,1307,1
Oregon,Avista Utilities,2024,February,97432,54,0
Oregon,Northwest Natural Gas Company,2024,February,97438,8,0
Oregon,Avista Utilities,2024,February,97442,150,2
Oregon,Northwest Natural Gas Company,2024,February,97446,584,0
Oregon,Northwest Natural Gas Company,2024,February,97448,1516,2
Oregon,Northwest Natural Gas Company,2024,February,97455,139,1
Oregon,Avista Utilities,2024,February,97457,1471,2
Oregon,Northwest Natural Gas Company,2024,February,97458,138,1
Oregon,Northwest Natural Gas Company,2024,February,97459,605,1
Oregon,Avista Utilities,2024,February,97462,277,0
Oregon,Avista Utilities,2024,February,97469,259,0
Oregon,Avista Utilities,2024,February,97470,3497,8
Oregon,Avista Utilities,2024,February,97471,5099,2
Oregon,Northwest Natural Gas Company,2024,February,97477,3160,3
Oregon,Northwest Natural Gas Company,2024,February,97478,2507,1
Oregon,Avista Utilities,2024,February,97479,1709,1
Oregon,Avista Utilities,2024,February,97495,506,0
Oregon,Avista Utilities,2024,February,97496,1153,1
